#--------------------------------------------------------------------
#Temperature Measurments using a Lakeshore Temperature Monitor 218 1-4 DT-670,5-6 Cernox
#Type of file: Complete Data
#Sensors: Sensor 1 -- Diode1  Sensor 2 -- Diode2  Sensor 3 -- Diode3  Sensor 4 -- Diode4  Sensor 5 -- Cernox5  Sensor 6 -- Cernox6  
#Date: 07-05-2021 15:46:31
#--------------------------------------------------------------------

#    Time	Sensor 1	Sensor 2	Sensor 3	Sensor 4	Sensor 5	Sensor 6	
    336.01	+294.40	+294.35	+295.14	+294.39	+285.88	+285.59
    336.91	+294.40	+294.35	+295.14	+294.39	+285.91	+285.65
    337.82	+294.41	+294.35	+295.14	+294.39	+285.88	+285.58
    338.72	+294.41	+294.36	+295.14	+294.39	+285.77	+285.65
    339.62	+294.39	+294.36	+295.14	+294.39	+285.80	+285.59
    340.53	+294.39	+294.36	+295.14	+294.39	+285.87	+285.66
    341.43	+294.39	+294.36	+295.14	+294.39	+285.95	+285.65
    342.34	+294.40	+294.36	+295.14	+294.39	+285.95	+285.64
    343.24	+294.39	+294.36	+295.14	+294.39	+285.93	+285.62
    344.15	+294.41	+294.36	+295.14	+294.39	+285.86	+285.61
    345.05	+294.40	+294.36	+295.14	+294.39	+285.93	+285.62
    345.96	+294.41	+294.36	+295.14	+294.39	+285.97	+285.64
    346.86	+294.41	+294.36	+295.14	+294.39	+285.85	+285.70
    347.77	+294.41	+294.36	+295.14	+294.39	+285.95	+285.65
    348.67	+294.40	+294.36	+295.14	+294.39	+285.77	+285.67
    349.57	+294.40	+294.36	+295.14	+294.39	+286.01	+285.74
    350.48	+294.40	+294.36	+295.14	+294.39	+286.10	+285.89
    351.38	+294.40	+294.36	+295.14	+294.39	+286.00	+285.70
    352.28	+294.40	+294.36	+295.14	+294.39	+286.03	+285.69
    353.19	+294.40	+294.36	+295.14	+294.39	+286.02	+285.69
    354.09	+294.40	+294.36	+295.14	+294.39	+286.04	+285.67
    355.00	+294.40	+294.36	+295.14	+294.39	+286.01	+285.54
    355.90	+294.41	+294.36	+295.14	+294.39	+286.02	+285.68
    356.81	+294.41	+294.36	+295.14	+294.39	+285.99	+285.68
    357.71	+294.39	+294.36	+295.14	+294.39	+286.10	+285.71
    358.61	+294.39	+294.36	+295.14	+294.39	+285.96	+285.95
    359.51	+294.39	+294.36	+295.14	+294.39	+286.02	+285.78
    360.42	+294.39	+294.36	+295.14	+294.39	+286.05	+285.74
    361.32	+294.40	+294.36	+295.14	+294.39	+285.97	+285.77
    362.23	+294.41	+294.36	+295.14	+294.39	+286.04	+285.74
    363.13	+294.41	+294.36	+295.14	+294.39	+286.08	+285.62
    364.04	+294.41	+294.36	+295.14	+294.39	+285.98	+285.57
    364.94	+294.41	+294.36	+295.14	+294.39	+286.00	+285.60
    365.84	+294.41	+294.36	+295.14	+294.39	+285.91	+285.65
    366.75	+294.40	+294.36	+295.14	+294.39	+285.90	+285.66
    367.65	+294.40	+294.36	+295.14	+294.39	+285.93	+285.94
    368.56	+294.40	+294.36	+295.14	+294.38	+285.99	+285.86
    369.46	+294.40	+294.36	+295.14	+294.39	+285.91	+285.76
    370.36	+294.40	+294.36	+295.14	+294.39	+285.88	+285.54
    371.27	+294.40	+294.36	+295.14	+294.39	+285.87	+285.79
    372.17	+294.40	+294.36	+295.14	+294.39	+285.92	+285.79
    373.08	+294.40	+294.36	+295.14	+294.39	+285.97	+285.45
    373.98	+294.40	+294.36	+295.14	+294.39	+285.94	+285.46
    374.88	+294.40	+294.36	+295.14	+294.39	+285.92	+285.59
    375.79	+294.40	+294.36	+295.14	+294.39	+286.01	+285.67
    376.69	+294.40	+294.36	+295.14	+294.39	+285.98	+285.66
    377.59	+294.40	+294.36	+295.14	+294.39	+286.00	+285.86
    378.49	+294.40	+294.36	+295.14	+294.39	+286.00	+285.75
    379.40	+294.40	+294.36	+295.14	+294.39	+286.04	+285.73
    380.30	+294.40	+294.36	+295.14	+294.39	+285.97	+285.84
    381.21	+294.40	+294.36	+295.14	+294.39	+285.99	+285.70
    382.11	+294.40	+294.36	+295.14	+294.39	+286.11	+285.65
    383.02	+294.40	+294.36	+295.14	+294.39	+286.09	+285.73
    383.92	+294.40	+294.36	+295.14	+294.39	+286.08	+285.71
    384.82	+294.40	+294.36	+295.14	+294.38	+286.03	+285.67
    385.73	+294.40	+294.36	+295.14	+294.39	+286.00	+285.68
    386.63	+294.40	+294.36	+295.14	+294.38	+285.89	+285.69
    387.53	+294.40	+294.36	+295.14	+294.38	+285.83	+285.62
    388.44	+294.40	+294.36	+295.14	+294.38	+286.03	+285.65
    389.34	+294.40	+294.36	+295.14	+294.39	+286.11	+285.77
    390.24	+294.40	+294.36	+295.14	+294.39	+285.89	+285.74
    391.15	+294.40	+294.36	+295.14	+294.39	+286.06	+285.85
    392.05	+294.40	+294.36	+295.14	+294.39	+286.21	+285.84
    392.96	+294.40	+294.36	+295.14	+294.39	+286.24	+285.92
    393.86	+294.40	+294.36	+295.14	+294.39	+286.03	+285.86
    394.76	+294.40	+294.36	+295.14	+294.39	+285.94	+285.85
    395.67	+294.40	+294.36	+295.14	+294.39	+286.14	+285.77
    396.57	+294.40	+294.36	+295.14	+294.39	+286.16	+285.81
    397.48	+294.40	+294.36	+295.14	+294.39	+286.10	+285.78
    398.38	+294.40	+294.36	+295.14	+294.39	+286.07	+285.79
    399.29	+294.40	+294.36	+295.13	+294.39	+286.06	+285.79
    400.19	+294.40	+294.36	+295.14	+294.39	+285.96	+285.76
    401.09	+294.40	+294.36	+295.13	+294.39	+286.17	+285.76
    402.00	+294.40	+294.36	+295.13	+294.39	+286.11	+285.81
    402.90	+294.40	+294.36	+295.13	+294.39	+286.10	+285.78
    403.80	+294.40	+294.36	+295.14	+294.39	+285.98	+285.75
    404.71	+294.40	+294.36	+295.14	+294.39	+285.94	+285.69
    405.61	+294.40	+294.36	+295.15	+294.39	+286.01	+285.73
    406.52	+294.40	+294.36	+295.14	+294.39	+285.94	+285.75
    407.42	+294.40	+294.36	+295.14	+294.39	+286.06	+285.86
    408.33	+294.40	+294.36	+295.13	+294.39	+285.89	+285.82
    409.23	+294.40	+294.36	+295.13	+294.39	+286.01	+285.77
    410.13	+294.40	+294.36	+295.13	+294.39	+285.86	+285.60
    411.04	+294.40	+294.36	+295.14	+294.39	+286.03	+285.65
    411.94	+294.40	+294.36	+295.14	+294.39	+285.95	+285.64
    412.84	+294.40	+294.36	+295.14	+294.39	+285.80	+285.58
    413.75	+294.40	+294.36	+295.14	+294.39	+286.03	+285.52
    414.65	+294.40	+294.36	+295.14	+294.39	+286.12	+285.69
    415.56	+294.40	+294.36	+295.14	+294.39	+285.98	+285.62
    416.46	+294.40	+294.36	+295.14	+294.39	+285.95	+285.83
    417.36	+294.40	+294.36	+295.14	+294.39	+286.00	+285.90
    418.27	+294.40	+294.36	+295.14	+294.39	+285.98	+285.87
    419.17	+294.40	+294.36	+295.14	+294.39	+286.04	+285.83
    420.07	+294.40	+294.36	+295.14	+294.39	+286.25	+285.76
    420.97	+294.40	+294.37	+295.14	+294.39	+286.12	+285.67
    421.88	+294.40	+294.37	+295.14	+294.39	+286.08	+285.52
    422.78	+294.40	+294.35	+295.14	+294.39	+286.03	+285.53
    423.68	+294.40	+294.35	+295.14	+294.39	+286.05	+285.66
    424.58	+294.40	+294.35	+295.14	+294.39	+285.98	+285.71
    425.48	+294.40	+294.35	+295.14	+294.39	+285.94	+285.66
    426.39	+294.40	+294.35	+295.14	+294.39	+285.90	+285.77
    427.29	+294.40	+294.36	+295.14	+294.39	+285.91	+285.70
    428.19	+294.40	+294.36	+295.14	+294.39	+286.10	+285.72
    429.10	+294.40	+294.36	+295.14	+294.39	+286.08	+285.71
    430.00	+294.40	+294.36	+295.14	+294.39	+286.12	+285.68
    430.90	+294.40	+294.36	+295.14	+294.39	+286.11	+285.79
    431.81	+294.40	+294.36	+295.14	+294.39	+286.10	+285.80
    432.71	+294.41	+294.36	+295.14	+294.39	+286.00	+285.67
    433.62	+294.41	+294.36	+295.14	+294.39	+285.89	+285.63
    434.52	+294.40	+294.36	+295.14	+294.39	+285.95	+285.70
    435.42	+294.41	+294.36	+295.14	+294.39	+285.96	+285.71
    436.33	+294.40	+294.36	+295.14	+294.39	+286.03	+285.87
    437.23	+294.40	+294.36	+295.14	+294.39	+286.08	+285.97
    438.13	+294.40	+294.36	+295.14	+294.39	+286.12	+285.97
    439.04	+294.40	+294.36	+295.14	+294.39	+286.05	+285.95
    439.94	+294.40	+294.36	+295.14	+294.39	+286.17	+285.82
    440.84	+294.41	+294.36	+295.14	+294.39	+286.09	+285.88
    441.75	+294.40	+294.36	+295.14	+294.39	+286.03	+285.55
    442.65	+294.40	+294.36	+295.14	+294.39	+286.00	+285.54
    443.55	+294.41	+294.36	+295.14	+294.39	+286.10	+285.74
    444.46	+294.41	+294.36	+295.14	+294.39	+285.95	+285.73
    445.36	+294.41	+294.36	+295.14	+294.39	+285.89	+285.70
    446.27	+294.40	+294.36	+295.14	+294.39	+286.12	+285.89
    447.17	+294.40	+294.36	+295.14	+294.39	+286.00	+285.94
    448.07	+294.40	+294.36	+295.14	+294.39	+285.93	+285.81
    448.98	+294.40	+294.36	+295.14	+294.39	+285.98	+285.84
    449.88	+294.40	+294.36	+295.14	+294.39	+285.97	+285.67
    450.78	+294.40	+294.36	+295.14	+294.39	+286.14	+285.75
    451.69	+294.40	+294.36	+295.14	+294.39	+286.14	+285.68
    452.59	+294.41	+294.36	+295.14	+294.39	+286.07	+285.59
    453.49	+294.41	+294.36	+295.14	+294.39	+285.99	+285.84
    454.40	+294.41	+294.36	+295.14	+294.39	+286.02	+285.77
    455.30	+294.40	+294.36	+295.14	+294.39	+286.10	+285.97
    456.20	+294.40	+294.36	+295.14	+294.39	+286.01	+285.84
    457.11	+294.40	+294.36	+295.14	+294.39	+286.18	+285.91
    458.01	+294.40	+294.36	+295.14	+294.39	+286.09	+285.71
    458.91	+294.40	+294.36	+295.14	+294.39	+286.02	+285.79
    459.82	+294.41	+294.36	+295.14	+294.39	+286.08	+285.79
    460.72	+294.41	+294.36	+295.14	+294.39	+286.10	+285.69
    461.63	+294.40	+294.36	+295.14	+294.39	+286.11	+285.57
    462.53	+294.40	+294.36	+295.14	+294.39	+286.03	+285.74
    463.43	+294.40	+294.36	+295.14	+294.38	+286.15	+285.80
    464.34	+294.40	+294.36	+295.14	+294.39	+286.06	+285.71
    465.24	+294.40	+294.36	+295.14	+294.39	+285.98	+286.07
    466.15	+294.40	+294.36	+295.14	+294.39	+286.09	+285.96
    467.05	+294.40	+294.36	+295.14	+294.39	+286.12	+285.71
    467.95	+294.40	+294.36	+295.14	+294.39	+286.05	+285.81
    468.86	+294.40	+294.36	+295.14	+294.39	+286.05	+285.88
    469.76	+294.40	+294.36	+295.14	+294.39	+286.12	+285.78
    470.66	+294.40	+294.36	+295.14	+294.39	+286.14	+285.76
    471.56	+294.40	+294.36	+295.14	+294.39	+286.08	+285.70
    472.47	+294.40	+294.36	+295.14	+294.39	+286.13	+285.82
    473.37	+294.40	+294.36	+295.14	+294.39	+286.20	+285.96
    474.28	+294.40	+294.36	+295.14	+294.39	+286.17	+286.02
    475.18	+294.40	+294.36	+295.14	+294.39	+286.11	+285.91
    476.08	+294.40	+294.36	+295.14	+294.39	+286.20	+285.91
    476.99	+294.40	+294.36	+295.14	+294.39	+286.18	+285.88
    477.89	+294.40	+294.36	+295.14	+294.39	+286.19	+285.92
    478.79	+294.40	+294.36	+295.14	+294.39	+286.24	+285.84
    479.70	+294.40	+294.36	+295.14	+294.39	+286.23	+285.76
    480.60	+294.40	+294.36	+295.14	+294.39	+286.19	+285.84
    481.51	+294.40	+294.36	+295.14	+294.39	+286.28	+285.87
    482.41	+294.40	+294.36	+295.14	+294.39	+286.23	+285.93
    483.31	+294.40	+294.36	+295.15	+294.39	+286.16	+285.99
    484.22	+294.40	+294.36	+295.14	+294.39	+286.00	+285.87
    485.12	+294.40	+294.36	+295.14	+294.39	+286.09	+285.89
    486.02	+294.40	+294.36	+295.14	+294.39	+286.11	+285.84
    486.93	+294.40	+294.36	+295.14	+294.39	+286.08	+286.02
    487.83	+294.40	+294.36	+295.14	+294.39	+286.08	+285.90
    488.74	+294.40	+294.36	+295.14	+294.39	+286.28	+285.82
    489.64	+294.40	+294.36	+295.14	+294.39	+286.23	+285.78
    490.55	+294.40	+294.36	+295.14	+294.39	+286.12	+285.60
    491.45	+294.40	+294.36	+295.15	+294.39	+286.08	+285.69
    492.36	+294.40	+294.36	+295.14	+294.39	+286.31	+286.07
    493.26	+294.40	+294.36	+295.15	+294.39	+286.12	+285.94
    494.17	+294.40	+294.36	+295.15	+294.39	+286.27	+285.97
    495.07	+294.40	+294.36	+295.15	+294.39	+286.34	+286.10
    495.97	+294.40	+294.36	+295.13	+294.39	+286.25	+286.14
    496.88	+294.40	+294.36	+295.14	+294.39	+286.17	+286.07
    497.78	+294.40	+294.36	+295.13	+294.39	+286.35	+285.98
    498.69	+294.40	+294.36	+295.13	+294.39	+286.22	+285.94
    499.59	+294.40	+294.36	+295.13	+294.39	+286.33	+285.92
    500.49	+294.40	+294.36	+295.13	+294.39	+286.21	+285.78
    501.40	+294.40	+294.36	+295.15	+294.39	+286.29	+285.87
    502.30	+294.40	+294.36	+295.15	+294.39	+286.26	+286.04
    503.20	+294.40	+294.36	+295.15	+294.39	+286.27	+285.93
    504.11	+294.40	+294.36	+295.15	+294.39	+286.34	+286.07
    505.01	+294.40	+294.36	+295.14	+294.39	+286.12	+286.00
    505.91	+294.40	+294.36	+295.14	+294.39	+286.24	+286.07
    506.82	+294.40	+294.36	+295.14	+294.39	+286.24	+285.94
    507.72	+294.40	+294.37	+295.14	+294.39	+286.12	+285.95
    508.63	+294.40	+294.36	+295.14	+294.39	+286.30	+285.90
    509.53	+294.40	+294.36	+295.14	+294.39	+286.29	+285.83
    510.44	+294.40	+294.36	+295.14	+294.39	+286.33	+285.87
    511.34	+294.40	+294.35	+295.14	+294.39	+286.37	+286.02
    512.24	+294.40	+294.35	+295.14	+294.39	+286.40	+286.14
    513.14	+294.40	+294.36	+295.14	+294.39	+286.22	+286.02
    514.05	+294.40	+294.35	+295.14	+294.39	+286.33	+286.13
    514.95	+294.40	+294.37	+295.14	+294.39	+286.29	+286.25
    515.86	+294.40	+294.37	+295.14	+294.39	+286.18	+285.95
    516.76	+294.40	+294.37	+295.14	+294.39	+286.33	+285.96
    517.66	+294.40	+294.36	+295.14	+294.39	+286.15	+286.05
    518.57	+294.40	+294.36	+295.14	+294.39	+286.31	+285.88
    519.47	+294.40	+294.36	+295.14	+294.39	+286.33	+285.87
    520.37	+294.40	+294.36	+295.14	+294.39	+286.27	+286.11
    521.28	+294.40	+294.35	+295.14	+294.39	+286.47	+286.09
    522.18	+294.40	+294.36	+295.14	+294.39	+286.33	+286.10
    523.08	+294.40	+294.35	+295.14	+294.39	+286.36	+286.09
    523.99	+294.40	+294.35	+295.14	+294.39	+286.21	+286.12
    524.89	+294.40	+294.37	+295.14	+294.39	+286.29	+286.13
    525.80	+294.40	+294.37	+295.14	+294.39	+286.27	+286.12
    526.70	+294.40	+294.37	+295.14	+294.39	+286.38	+286.12
    527.60	+294.40	+294.37	+295.14	+294.39	+286.28	+286.14
    528.51	+294.40	+294.37	+295.14	+294.39	+286.38	+286.11
    529.41	+294.40	+294.35	+295.14	+294.39	+286.38	+286.12
    530.32	+294.40	+294.35	+295.14	+294.39	+286.32	+286.03
    531.22	+294.40	+294.35	+295.14	+294.39	+286.37	+286.21
    532.13	+294.40	+294.36	+295.14	+294.39	+286.25	+286.08
    533.03	+294.40	+294.36	+295.14	+294.39	+286.37	+286.22
    533.94	+294.40	+294.37	+295.14	+294.39	+286.10	+286.03
    534.84	+294.40	+294.37	+295.14	+294.39	+286.37	+286.14
    535.75	+294.40	+294.37	+295.14	+294.39	+286.37	+286.12
    536.65	+294.40	+294.36	+295.14	+294.39	+286.50	+286.10
    537.55	+294.40	+294.36	+295.14	+294.39	+286.52	+286.16
    538.46	+294.41	+294.36	+295.14	+294.39	+286.44	+286.11
    539.36	+294.40	+294.36	+295.14	+294.39	+286.31	+286.10
    540.27	+294.41	+294.36	+295.14	+294.39	+286.49	+285.99
    541.17	+294.41	+294.36	+295.14	+294.39	+286.41	+286.01
    542.08	+294.41	+294.36	+295.14	+294.39	+286.46	+286.01
    542.99	+294.41	+294.36	+295.14	+294.39	+286.38	+286.05
    543.90	+294.40	+294.36	+295.14	+294.39	+286.33	+286.19
    544.80	+294.40	+294.36	+295.14	+294.39	+286.37	+286.08
    545.70	+294.39	+294.36	+295.14	+294.39	+286.26	+286.19
    546.61	+294.40	+294.36	+295.14	+294.39	+286.36	+286.14
    547.51	+294.40	+294.36	+295.14	+294.39	+286.39	+286.05
    548.42	+294.41	+294.36	+295.14	+294.39	+286.27	+285.86
    549.32	+294.41	+294.36	+295.14	+294.39	+286.26	+285.87
    550.22	+294.41	+294.36	+295.14	+294.39	+286.28	+285.83
    551.13	+294.41	+294.36	+295.14	+294.39	+286.19	+285.99
    552.03	+294.41	+294.36	+295.14	+294.39	+286.21	+286.16
    552.94	+294.40	+294.36	+295.14	+294.39	+286.38	+286.09
    553.84	+294.40	+294.36	+295.14	+294.39	+286.32	+286.05
    554.75	+294.40	+294.36	+295.14	+294.39	+286.31	+286.17
    555.65	+294.40	+294.36	+295.14	+294.39	+286.27	+286.07
    556.56	+294.40	+294.36	+295.14	+294.39	+286.31	+286.19
    557.46	+294.40	+294.36	+295.14	+294.39	+286.26	+286.03
    558.37	+294.40	+294.36	+295.14	+294.39	+286.31	+285.82
    559.27	+294.40	+294.36	+295.14	+294.39	+286.39	+285.94
    560.18	+294.41	+294.36	+295.14	+294.39	+286.42	+286.07
    561.08	+294.40	+294.36	+295.14	+294.39	+286.33	+286.05
    561.99	+294.40	+294.36	+295.14	+294.39	+286.27	+285.92
    562.89	+294.40	+294.36	+295.14	+294.39	+286.25	+286.12
    563.80	+294.40	+294.36	+295.14	+294.39	+286.41	+286.16
    564.70	+294.40	+294.36	+295.14	+294.39	+286.28	+286.01
    565.60	+294.40	+294.36	+295.14	+294.39	+286.24	+286.02
    566.51	+294.40	+294.36	+295.14	+294.39	+286.36	+286.09
    567.41	+294.40	+294.36	+295.14	+294.39	+286.41	+285.95
    568.32	+294.40	+294.36	+295.14	+294.39	+286.21	+285.94
    569.22	+294.40	+294.36	+295.14	+294.39	+286.39	+285.90
    570.12	+294.40	+294.36	+295.14	+294.39	+286.35	+285.99
    571.03	+294.40	+294.36	+295.14	+294.39	+286.30	+285.99
    571.93	+294.40	+294.36	+295.14	+294.39	+286.32	+286.05
    572.83	+294.40	+294.36	+295.14	+294.39	+286.25	+286.19
    573.74	+294.40	+294.36	+295.14	+294.39	+286.31	+286.19
    574.64	+294.40	+294.36	+295.14	+294.39	+286.16	+285.86
    575.55	+294.40	+294.36	+295.14	+294.39	+286.35	+286.17
    576.45	+294.40	+294.36	+295.14	+294.39	+286.47	+286.20
    577.35	+294.40	+294.36	+295.14	+294.39	+286.46	+286.00
    578.25	+294.40	+294.36	+295.14	+294.39	+286.27	+286.08
    579.16	+294.40	+294.36	+295.14	+294.39	+286.32	+286.07
    580.06	+294.40	+294.36	+295.14	+294.39	+286.33	+286.03
    580.97	+294.40	+294.36	+295.14	+294.39	+286.39	+286.06
    581.87	+294.40	+294.36	+295.14	+294.39	+286.31	+285.95
    582.77	+294.40	+294.36	+295.14	+294.39	+286.42	+286.19
    583.68	+294.40	+294.36	+295.14	+294.39	+286.40	+286.11
    584.58	+294.40	+294.36	+295.14	+294.39	+286.38	+286.00
    585.48	+294.40	+294.36	+295.14	+294.39	+286.41	+286.17
    586.39	+294.40	+294.36	+295.14	+294.39	+286.38	+286.05
    587.29	+294.40	+294.36	+295.14	+294.39	+286.41	+286.09
    588.20	+294.40	+294.36	+295.14	+294.39	+286.52	+286.00
    589.10	+294.40	+294.36	+295.15	+294.39	+286.43	+286.09
    590.00	+294.40	+294.36	+295.15	+294.39	+286.33	+285.94
    590.91	+294.40	+294.36	+295.15	+294.39	+286.40	+286.14
    591.81	+294.40	+294.36	+295.15	+294.39	+286.44	+286.07
    592.72	+294.40	+294.36	+295.15	+294.39	+286.44	+286.12
    593.62	+294.40	+294.36	+295.15	+294.39	+286.32	+286.10
    594.52	+294.40	+294.36	+295.14	+294.39	+286.24	+286.14
    595.43	+294.40	+294.36	+295.14	+294.39	+286.38	+286.14
    596.33	+294.40	+294.36	+295.14	+294.39	+286.43	+286.03
    597.24	+294.40	+294.36	+295.14	+294.39	+286.27	+285.82
    598.15	+294.40	+294.36	+295.14	+294.39	+286.31	+286.02
    599.05	+294.40	+294.36	+295.15	+294.39	+286.44	+286.05
    599.96	+294.40	+294.36	+295.15	+294.39	+286.44	+286.11
    600.86	+294.40	+294.36	+295.15	+294.39	+286.29	+286.03
    601.76	+294.40	+294.36	+295.14	+294.39	+286.41	+286.17
    602.67	+294.40	+294.36	+295.14	+294.39	+286.31	+286.16
    603.57	+294.40	+294.36	+295.14	+294.39	+286.29	+286.27
    604.48	+294.40	+294.36	+295.14	+294.39	+286.31	+286.06
    605.38	+294.40	+294.36	+295.14	+294.39	+286.21	+286.07
    606.29	+294.40	+294.36	+295.14	+294.39	+286.42	+286.17
    607.19	+294.40	+294.36	+295.14	+294.39	+286.40	+285.92
    608.10	+294.40	+294.36	+295.14	+294.39	+286.31	+285.95
    609.00	+294.40	+294.36	+295.14	+294.39	+286.38	+286.11
    609.90	+294.40	+294.36	+295.14	+294.39	+286.49	+285.91
    610.81	+294.40	+294.36	+295.14	+294.39	+286.25	+286.00
    611.71	+294.40	+294.36	+295.14	+294.39	+286.38	+286.19
    612.62	+294.40	+294.36	+295.14	+294.39	+286.32	+286.17
    613.52	+294.40	+294.36	+295.14	+294.39	+286.22	+286.06
    614.43	+294.40	+294.37	+295.14	+294.39	+286.37	+286.00
    615.33	+294.40	+294.36	+295.14	+294.39	+286.24	+286.00
    616.23	+294.40	+294.37	+295.14	+294.39	+286.37	+286.04
    617.14	+294.40	+294.37	+295.14	+294.39	+286.45	+285.99
    618.04	+294.40	+294.36	+295.14	+294.39	+286.55	+285.96
    618.95	+294.40	+294.36	+295.14	+294.39	+286.42	+286.04
    619.85	+294.40	+294.36	+295.14	+294.39	+286.28	+285.99
    620.75	+294.40	+294.35	+295.14	+294.39	+286.32	+286.09
    621.66	+294.40	+294.35	+295.14	+294.39	+286.24	+286.01
    622.56	+294.40	+294.37	+295.14	+294.39	+286.37	+286.07
    623.47	+294.40	+294.37	+295.14	+294.39	+286.26	+285.96
    624.37	+294.40	+294.37	+295.14	+294.39	+286.36	+285.99
    625.28	+294.40	+294.37	+295.14	+294.39	+286.36	+285.97
    626.18	+294.40	+294.37	+295.14	+294.39	+286.42	+286.00
    627.09	+294.41	+294.36	+295.14	+294.39	+286.45	+286.11
    627.99	+294.41	+294.36	+295.14	+294.39	+286.48	+286.02
    628.90	+294.41	+294.35	+295.14	+294.39	+286.36	+286.07
    629.80	+294.41	+294.36	+295.14	+294.39	+286.41	+286.07
    630.70	+294.41	+294.36	+295.14	+294.39	+286.35	+286.01
    631.61	+294.40	+294.36	+295.14	+294.39	+286.15	+285.97
    632.51	+294.40	+294.36	+295.14	+294.39	+286.34	+286.06
    633.42	+294.40	+294.36	+295.14	+294.39	+286.39	+286.12
    634.33	+294.40	+294.36	+295.14	+294.39	+286.27	+286.07
    635.23	+294.40	+294.36	+295.14	+294.39	+286.42	+286.12
    636.14	+294.40	+294.36	+295.14	+294.39	+286.45	+285.99
    637.04	+294.41	+294.36	+295.14	+294.39	+286.41	+286.02
    637.95	+294.41	+294.36	+295.14	+294.39	+286.42	+286.11
    638.85	+294.41	+294.36	+295.14	+294.39	+286.39	+286.02
    639.76	+294.41	+294.36	+295.14	+294.39	+286.29	+286.12
    640.66	+294.41	+294.36	+295.14	+294.39	+286.41	+286.03
    641.57	+294.40	+294.36	+295.14	+294.39	+286.27	+286.07
    642.47	+294.40	+294.36	+295.14	+294.39	+286.45	+286.20
    643.38	+294.40	+294.36	+295.14	+294.39	+286.38	+286.11
    644.28	+294.40	+294.36	+295.14	+294.39	+286.40	+286.11
    645.19	+294.40	+294.36	+295.14	+294.39	+286.36	+285.97
    646.09	+294.41	+294.36	+295.14	+294.39	+286.36	+286.09
    646.99	+294.41	+294.36	+295.14	+294.39	+286.33	+285.84
    647.90	+294.41	+294.36	+295.14	+294.39	+286.33	+285.90
    648.80	+294.41	+294.36	+295.14	+294.39	+286.26	+285.94
    649.71	+294.41	+294.36	+295.14	+294.39	+286.31	+285.89
    650.61	+294.40	+294.36	+295.14	+294.39	+286.27	+285.92
    651.52	+294.40	+294.36	+295.14	+294.39	+286.33	+286.25
    652.42	+294.40	+294.36	+295.14	+294.39	+286.36	+286.17
    653.33	+294.40	+294.36	+295.14	+294.39	+286.37	+285.95
    654.23	+294.40	+294.36	+295.14	+294.39	+286.29	+285.93
    655.14	+294.41	+294.36	+295.14	+294.39	+286.25	+285.94
    656.04	+294.41	+294.36	+295.14	+294.39	+286.28	+285.97
    656.95	+294.41	+294.36	+295.14	+294.39	+286.33	+285.88
    657.85	+294.41	+294.36	+295.14	+294.39	+286.31	+285.86
    658.76	+294.41	+294.36	+295.14	+294.39	+286.20	+285.95
    659.66	+294.40	+294.36	+295.14	+294.39	+286.25	+286.00
    660.57	+294.40	+294.36	+295.14	+294.39	+286.27	+286.05
    661.47	+294.40	+294.36	+295.14	+294.39	+286.33	+286.16
    662.38	+294.40	+294.36	+295.14	+294.39	+286.34	+286.09
    663.28	+294.40	+294.36	+295.14	+294.39	+286.41	+286.11
    664.18	+294.40	+294.36	+295.14	+294.39	+286.27	+286.07
    665.09	+294.41	+294.36	+295.14	+294.39	+286.19	+285.86
    665.99	+294.40	+294.36	+295.14	+294.39	+286.28	+285.87
    666.90	+294.41	+294.36	+295.14	+294.39	+286.27	+285.96
    667.80	+294.41	+294.36	+295.14	+294.39	+286.34	+286.09
    668.71	+294.41	+294.36	+295.14	+294.39	+286.26	+286.02
    669.61	+294.40	+294.36	+295.14	+294.39	+286.27	+285.98
    670.52	+294.40	+294.36	+295.14	+294.39	+286.19	+286.00
    671.42	+294.40	+294.36	+295.14	+294.39	+286.25	+285.99
    672.33	+294.40	+294.36	+295.14	+294.39	+286.30	+286.03
    673.23	+294.40	+294.36	+295.14	+294.39	+286.28	+286.01
    674.14	+294.40	+294.36	+295.14	+294.39	+286.25	+286.05
    675.04	+294.41	+294.36	+295.14	+294.39	+286.36	+286.04
    675.95	+294.41	+294.36	+295.14	+294.39	+286.45	+285.91
    676.85	+294.40	+294.36	+295.14	+294.39	+286.29	+286.02
    677.76	+294.40	+294.36	+295.14	+294.39	+286.16	+285.91
    678.66	+294.40	+294.36	+295.14	+294.39	+286.22	+285.84
    679.57	+294.40	+294.36	+295.14	+294.39	+286.11	+286.02
    680.47	+294.40	+294.36	+295.14	+294.39	+286.16	+286.09
    681.38	+294.40	+294.36	+295.14	+294.39	+286.15	+285.99
    682.28	+294.40	+294.36	+295.14	+294.39	+286.25	+286.03
    683.19	+294.40	+294.36	+295.14	+294.39	+286.21	+286.02
    684.09	+294.40	+294.36	+295.14	+294.39	+286.27	+285.97
    684.99	+294.40	+294.36	+295.14	+294.39	+286.29	+285.86
    685.90	+294.40	+294.36	+295.14	+294.39	+286.33	+285.99
    686.80	+294.40	+294.36	+295.14	+294.39	+286.34	+285.99
    687.71	+294.40	+294.36	+295.14	+294.39	+286.30	+286.05
    688.61	+294.40	+294.36	+295.14	+294.39	+286.29	+286.03
    689.52	+294.40	+294.36	+295.15	+294.39	+286.26	+286.08
    690.42	+294.40	+294.36	+295.14	+294.39	+286.33	+286.05
