#--------------------------------------------------------------------
#Temperature Measurments using a Lakeshore Temperature Monitor 218 1-4 DT-670,5-6 Cernox
#Type of file: Complete Data
#Sensors: Sensor 1 -- Diode1  Sensor 2 -- Diode2  Sensor 3 -- Diode3  Sensor 4 -- Diode4  Sensor 5 -- Cernox5  Sensor 6 -- Cernox6  
#Date: 07-05-2021 15:46:31
#--------------------------------------------------------------------

#    Time	Sensor 1	Sensor 2	Sensor 3	Sensor 4	Sensor 5	Sensor 6	
    691.33	+294.40	+294.36	+295.15	+294.39	+286.37	+286.09
    692.23	+294.40	+294.36	+295.14	+294.39	+286.36	+286.28
    693.14	+294.40	+294.36	+295.14	+294.39	+286.34	+285.99
    694.04	+294.40	+294.36	+295.14	+294.39	+286.39	+285.95
    694.95	+294.40	+294.36	+295.14	+294.39	+286.38	+286.04
    695.85	+294.40	+294.36	+295.14	+294.39	+286.41	+286.07
    696.76	+294.40	+294.36	+295.14	+294.39	+286.32	+286.02
    697.66	+294.40	+294.36	+295.15	+294.39	+286.38	+286.15
    698.57	+294.40	+294.36	+295.15	+294.39	+286.53	+286.15
    699.47	+294.40	+294.36	+295.15	+294.39	+286.31	+286.15
    700.38	+294.40	+294.36	+295.15	+294.39	+286.30	+286.13
    701.28	+294.40	+294.36	+295.15	+294.39	+286.29	+286.10
    702.19	+294.40	+294.36	+295.14	+294.39	+286.40	+286.11
    703.09	+294.40	+294.36	+295.14	+294.39	+286.31	+286.11
    704.00	+294.40	+294.36	+295.14	+294.39	+286.42	+286.07
    704.90	+294.40	+294.37	+295.14	+294.39	+286.41	+286.04
    705.81	+294.40	+294.36	+295.14	+294.39	+286.41	+285.93
    706.71	+294.40	+294.36	+295.15	+294.39	+286.30	+285.99
    707.62	+294.40	+294.36	+295.15	+294.39	+286.36	+286.06
    708.52	+294.40	+294.36	+295.15	+294.39	+286.27	+286.06
    709.43	+294.40	+294.36	+295.15	+294.39	+286.35	+285.98
    710.33	+294.40	+294.36	+295.15	+294.39	+286.38	+286.25
    711.24	+294.41	+294.36	+295.14	+294.39	+286.31	+286.28
    712.14	+294.40	+294.36	+295.14	+294.39	+286.27	+286.07
    713.04	+294.41	+294.36	+295.14	+294.39	+286.37	+286.07
    713.95	+294.40	+294.36	+295.14	+294.39	+286.33	+286.00
    714.86	+294.40	+294.36	+295.14	+294.39	+286.35	+285.87
    715.76	+294.40	+294.36	+295.15	+294.39	+286.28	+285.96
    716.67	+294.40	+294.36	+295.14	+294.39	+286.33	+286.06
    717.57	+294.40	+294.36	+295.15	+294.39	+286.41	+286.08
    718.47	+294.40	+294.36	+295.14	+294.39	+286.44	+285.92
    719.38	+294.40	+294.36	+295.14	+294.39	+286.28	+286.17
    720.28	+294.40	+294.36	+295.14	+294.39	+286.38	+286.24
    721.19	+294.40	+294.36	+295.14	+294.39	+286.43	+286.22
    722.09	+294.40	+294.37	+295.14	+294.39	+286.34	+286.05
    723.00	+294.40	+294.37	+295.14	+294.39	+286.42	+285.99
    723.91	+294.40	+294.37	+295.14	+294.39	+286.28	+286.01
    724.81	+294.40	+294.37	+295.14	+294.39	+286.27	+285.86
    725.72	+294.40	+294.36	+295.15	+294.39	+286.32	+285.92
    726.62	+294.41	+294.36	+295.15	+294.39	+286.28	+286.03
    727.53	+294.41	+294.36	+295.15	+294.39	+286.38	+286.09
    728.43	+294.41	+294.36	+295.15	+294.39	+286.37	+286.13
    729.34	+294.40	+294.36	+295.14	+294.39	+286.35	+286.14
    730.24	+294.40	+294.37	+295.14	+294.39	+286.36	+285.97
    731.14	+294.41	+294.37	+295.14	+294.39	+286.42	+286.13
    732.05	+294.40	+294.37	+295.14	+294.39	+286.47	+286.05
    732.96	+294.40	+294.37	+295.14	+294.39	+286.44	+286.10
    733.86	+294.40	+294.37	+295.14	+294.39	+286.41	+285.89
    734.76	+294.40	+294.36	+295.14	+294.39	+286.39	+286.12
    735.67	+294.40	+294.36	+295.14	+294.39	+286.34	+285.99
    736.57	+294.40	+294.36	+295.15	+294.39	+286.29	+286.27
    737.48	+294.40	+294.36	+295.14	+294.39	+286.43	+286.14
    738.38	+294.41	+294.36	+295.14	+294.39	+286.30	+286.18
    739.29	+294.40	+294.36	+295.14	+294.39	+286.29	+286.09
    740.19	+294.40	+294.37	+295.14	+294.39	+286.34	+286.08
    741.10	+294.41	+294.37	+295.14	+294.39	+286.29	+286.05
    742.01	+294.40	+294.36	+295.14	+294.39	+286.28	+285.95
    742.91	+294.40	+294.36	+295.14	+294.39	+286.42	+286.00
    743.81	+294.40	+294.37	+295.14	+294.39	+286.39	+285.84
    744.72	+294.41	+294.36	+295.14	+294.39	+286.38	+285.99
    745.62	+294.41	+294.36	+295.14	+294.39	+286.40	+286.09
    746.53	+294.41	+294.36	+295.14	+294.39	+286.48	+286.03
    747.43	+294.41	+294.36	+295.14	+294.39	+286.40	+286.08
    748.34	+294.41	+294.36	+295.14	+294.39	+286.38	+286.03
    749.24	+294.40	+294.36	+295.14	+294.39	+286.30	+286.10
    750.15	+294.40	+294.36	+295.14	+294.39	+286.49	+286.25
    751.05	+294.40	+294.36	+295.14	+294.39	+286.34	+285.99
    751.96	+294.40	+294.36	+295.14	+294.39	+286.59	+286.05
    752.86	+294.40	+294.36	+295.14	+294.39	+286.47	+286.13
    753.77	+294.41	+294.36	+295.14	+294.39	+286.35	+286.05
    754.67	+294.41	+294.36	+295.14	+294.39	+286.44	+286.11
    755.58	+294.41	+294.36	+295.14	+294.39	+286.44	+286.16
    756.48	+294.41	+294.36	+295.14	+294.39	+286.43	+286.05
    757.39	+294.41	+294.36	+295.14	+294.39	+286.40	+286.05
    758.29	+294.41	+294.36	+295.14	+294.39	+286.26	+286.05
    759.20	+294.40	+294.37	+295.14	+294.39	+286.31	+286.22
    760.10	+294.40	+294.37	+295.14	+294.39	+286.40	+286.17
    761.01	+294.40	+294.37	+295.14	+294.39	+285.97	+286.02
    761.91	+294.40	+294.36	+295.14	+294.39	+285.93	+285.97
    762.82	+294.40	+294.36	+295.14	+294.39	+286.23	+285.98
    763.72	+294.41	+294.36	+295.14	+294.39	+286.24	+285.90
    764.62	+294.41	+294.36	+295.14	+294.39	+285.82	+285.92
    765.53	+294.41	+294.36	+295.14	+294.39	+285.97	+285.91
    766.43	+294.41	+294.36	+295.14	+294.39	+286.42	+286.19
    767.34	+294.41	+294.36	+295.14	+294.39	+286.25	+285.94
    768.24	+294.40	+294.36	+295.14	+294.39	+286.40	+286.00
    769.15	+294.40	+294.36	+295.14	+294.39	+286.21	+286.12
    770.05	+294.40	+294.36	+295.14	+294.39	+286.27	+286.10
    770.96	+294.40	+294.36	+295.14	+294.39	+286.27	+285.97
    771.86	+294.40	+294.36	+295.14	+294.39	+286.47	+286.01
    772.77	+294.41	+294.36	+295.14	+294.39	+286.49	+286.14
    773.67	+294.41	+294.36	+295.14	+294.39	+286.37	+285.43
    774.58	+294.41	+294.36	+295.14	+294.39	+286.42	+285.88
    775.48	+294.41	+294.36	+295.14	+294.39	+286.41	+286.06
    776.39	+294.41	+294.36	+295.14	+294.39	+286.29	+286.08
    777.29	+294.40	+294.36	+295.14	+294.39	+286.28	+286.08
    778.20	+294.40	+294.36	+295.14	+294.39	+286.38	+286.32
    779.10	+294.40	+294.36	+295.14	+294.39	+286.41	+286.17
    780.01	+294.40	+294.36	+295.14	+294.39	+286.25	+286.15
    780.91	+294.40	+294.36	+295.14	+294.39	+286.29	+285.99
    781.82	+294.40	+294.36	+295.14	+294.39	+286.31	+286.19
    782.72	+294.41	+294.36	+295.14	+294.39	+286.29	+285.89
    783.62	+294.41	+294.36	+295.14	+294.40	+286.27	+285.91
    784.53	+294.41	+294.36	+295.14	+294.39	+286.42	+285.92
    785.44	+294.41	+294.36	+295.14	+294.40	+286.22	+286.04
    786.34	+294.41	+294.36	+295.14	+294.39	+286.27	+286.07
    787.25	+294.41	+294.36	+295.14	+294.39	+286.32	+286.09
    788.15	+294.41	+294.36	+295.14	+294.39	+286.49	+286.15
    789.06	+294.40	+294.36	+295.14	+294.39	+286.22	+285.95
    789.96	+294.40	+294.36	+295.15	+294.39	+286.25	+285.85
    790.87	+294.40	+294.36	+295.14	+294.40	+286.24	+285.97
    791.77	+294.41	+294.36	+295.14	+294.40	+286.23	+285.99
    792.68	+294.41	+294.36	+295.15	+294.40	+286.25	+285.87
    793.58	+294.41	+294.36	+295.14	+294.40	+286.36	+285.79
    794.49	+294.41	+294.36	+295.14	+294.40	+286.40	+286.11
    795.39	+294.41	+294.36	+295.15	+294.39	+286.33	+285.96
    796.30	+294.40	+294.36	+295.14	+294.39	+286.21	+285.98
    797.20	+294.41	+294.36	+295.14	+294.39	+286.25	+286.00
    798.11	+294.41	+294.36	+295.15	+294.39	+286.42	+286.04
    799.01	+294.41	+294.36	+295.14	+294.39	+286.29	+285.90
    799.91	+294.41	+294.36	+295.14	+294.39	+286.28	+286.00
    800.82	+294.41	+294.36	+295.14	+294.40	+286.52	+286.24
    801.72	+294.41	+294.36	+295.14	+294.39	+286.60	+286.06
    802.63	+294.41	+294.36	+295.14	+294.39	+286.41	+285.97
    803.53	+294.41	+294.36	+295.14	+294.39	+286.48	+285.98
    804.44	+294.41	+294.36	+295.15	+294.39	+286.41	+286.12
    805.35	+294.40	+294.36	+295.14	+294.39	+286.45	+286.07
    806.25	+294.40	+294.36	+295.15	+294.39	+286.39	+285.99
    807.16	+294.41	+294.36	+295.14	+294.39	+286.32	+286.05
    808.06	+294.41	+294.36	+295.14	+294.39	+286.22	+285.98
    808.96	+294.41	+294.36	+295.14	+294.39	+286.36	+286.05
    809.87	+294.41	+294.36	+295.14	+294.39	+286.39	+286.14
    810.77	+294.41	+294.36	+295.14	+294.39	+286.41	+286.01
    811.68	+294.41	+294.36	+295.14	+294.39	+286.47	+285.95
    812.58	+294.41	+294.36	+295.14	+294.39	+286.36	+286.05
    813.49	+294.41	+294.36	+295.14	+294.40	+286.42	+285.94
    814.40	+294.41	+294.36	+295.14	+294.39	+286.31	+286.05
    815.30	+294.41	+294.36	+295.15	+294.39	+286.28	+286.06
    816.21	+294.41	+294.36	+295.15	+294.39	+286.22	+286.07
    817.11	+294.41	+294.36	+295.15	+294.39	+286.44	+286.04
    818.02	+294.41	+294.36	+295.15	+294.39	+286.30	+285.97
    818.92	+294.41	+294.36	+295.15	+294.40	+286.24	+286.13
    819.83	+294.41	+294.36	+295.14	+294.40	+286.33	+286.09
    820.73	+294.41	+294.36	+295.14	+294.39	+286.41	+286.07
    821.63	+294.41	+294.37	+295.14	+294.39	+286.39	+286.11
    822.54	+294.41	+294.36	+295.14	+294.40	+286.49	+285.93
    823.44	+294.41	+294.37	+295.14	+294.40	+286.29	+285.86
    824.35	+294.41	+294.37	+295.15	+294.39	+286.24	+285.89
    825.25	+294.41	+294.36	+295.15	+294.39	+286.22	+286.04
    826.16	+294.41	+294.36	+295.15	+294.39	+286.30	+286.08
    827.06	+294.41	+294.36	+295.15	+294.39	+286.16	+285.95
    827.97	+294.41	+294.36	+295.15	+294.39	+286.37	+286.20
    828.87	+294.41	+294.36	+295.14	+294.39	+286.37	+286.09
    829.78	+294.41	+294.37	+295.14	+294.40	+286.50	+286.17
    830.68	+294.41	+294.37	+295.14	+294.39	+286.36	+286.07
    831.59	+294.41	+294.37	+295.14	+294.39	+286.39	+285.99
    832.49	+294.41	+294.36	+295.14	+294.39	+286.41	+285.92
    833.40	+294.41	+294.37	+295.15	+294.39	+286.35	+285.86
    834.30	+294.41	+294.36	+295.15	+294.39	+286.40	+286.05
    835.21	+294.41	+294.36	+295.15	+294.39	+286.38	+286.09
    836.11	+294.40	+294.36	+295.15	+294.39	+286.30	+286.04
    837.01	+294.41	+294.36	+295.15	+294.39	+286.27	+286.07
    837.92	+294.40	+294.36	+295.14	+294.40	+286.42	+286.28
    838.82	+294.41	+294.37	+295.14	+294.39	+286.33	+286.19
    839.73	+294.41	+294.36	+295.14	+294.40	+286.53	+286.11
    840.63	+294.40	+294.36	+295.14	+294.39	+286.42	+286.14
    841.54	+294.41	+294.36	+295.14	+294.39	+286.31	+285.80
    842.44	+294.41	+294.37	+295.14	+294.39	+286.47	+285.79
    843.35	+294.41	+294.36	+295.15	+294.39	+286.50	+285.87
    844.25	+294.41	+294.36	+295.15	+294.39	+286.42	+285.97
    845.16	+294.41	+294.36	+295.15	+294.39	+286.36	+285.95
    846.06	+294.41	+294.36	+295.14	+294.39	+286.47	+286.20
    846.97	+294.41	+294.36	+295.14	+294.40	+286.45	+286.15
    847.87	+294.41	+294.37	+295.14	+294.39	+286.37	+286.17
    848.78	+294.41	+294.37	+295.14	+294.39	+286.47	+286.07
    849.68	+294.41	+294.37	+295.14	+294.39	+286.37	+286.08
    850.59	+294.41	+294.37	+295.14	+294.39	+286.32	+286.05
    851.49	+294.41	+294.37	+295.15	+294.39	+286.42	+285.97
    852.40	+294.41	+294.36	+295.15	+294.39	+286.43	+286.02
    853.30	+294.41	+294.36	+295.15	+294.40	+286.41	+286.04
    854.21	+294.41	+294.36	+295.14	+294.39	+286.49	+286.06
    855.11	+294.41	+294.36	+295.14	+294.39	+286.29	+285.97
    856.02	+294.41	+294.36	+295.15	+294.40	+286.22	+286.00
    856.92	+294.41	+294.37	+295.15	+294.39	+286.25	+285.99
    857.83	+294.40	+294.37	+295.14	+294.39	+286.20	+285.95
    858.73	+294.41	+294.37	+295.14	+294.39	+286.32	+286.09
    859.64	+294.41	+294.37	+295.15	+294.39	+286.40	+286.05
    860.54	+294.41	+294.37	+295.15	+294.39	+286.38	+286.15
    861.45	+294.41	+294.37	+295.15	+294.39	+286.39	+285.97
    862.35	+294.41	+294.36	+295.15	+294.39	+286.45	+286.01
    863.26	+294.41	+294.36	+295.14	+294.39	+286.44	+286.07
    864.16	+294.41	+294.36	+295.15	+294.39	+286.51	+285.96
    865.06	+294.41	+294.36	+295.15	+294.39	+286.29	+286.07
    865.97	+294.41	+294.36	+295.15	+294.39	+286.26	+286.07
    866.87	+294.40	+294.37	+295.14	+294.39	+286.36	+286.05
    867.78	+294.41	+294.37	+295.14	+294.40	+286.33	+286.18
    868.68	+294.41	+294.37	+295.15	+294.39	+286.36	+286.15
    869.59	+294.41	+294.37	+295.15	+294.39	+286.36	+285.97
    870.49	+294.41	+294.37	+295.14	+294.39	+286.46	+286.10
    871.40	+294.41	+294.36	+295.14	+294.39	+286.39	+285.98
    872.30	+294.41	+294.36	+295.15	+294.39	+286.25	+285.89
    873.20	+294.41	+294.36	+295.14	+294.39	+286.36	+285.95
    874.11	+294.41	+294.36	+295.14	+294.39	+286.13	+285.83
    875.01	+294.41	+294.36	+295.14	+294.39	+286.22	+286.02
    875.92	+294.40	+294.36	+295.14	+294.39	+286.20	+286.06
    876.82	+294.40	+294.36	+295.14	+294.39	+286.35	+286.15
    877.73	+294.40	+294.37	+295.15	+294.39	+286.33	+286.15
    878.63	+294.40	+294.37	+295.15	+294.39	+286.22	+286.22
    879.54	+294.40	+294.37	+295.15	+294.39	+286.38	+285.95
    880.44	+294.40	+294.36	+295.15	+294.39	+286.36	+285.97
    881.35	+294.41	+294.37	+295.14	+294.40	+286.38	+285.96
    882.25	+294.41	+294.37	+295.14	+294.40	+286.52	+285.92
    883.16	+294.41	+294.36	+295.14	+294.40	+286.39	+285.82
    884.06	+294.41	+294.36	+295.15	+294.39	+286.33	+285.95
    884.97	+294.41	+294.36	+295.14	+294.39	+286.27	+286.13
    885.87	+294.40	+294.36	+295.15	+294.39	+286.35	+286.10
    886.78	+294.40	+294.36	+295.15	+294.39	+286.47	+286.25
    887.68	+294.40	+294.37	+295.14	+294.39	+286.40	+286.23
    888.59	+294.40	+294.36	+295.14	+294.39	+286.39	+286.14
    889.49	+294.40	+294.36	+295.15	+294.39	+286.61	+286.26
    890.39	+294.41	+294.36	+295.15	+294.40	+286.46	+286.14
    891.30	+294.41	+294.37	+295.15	+294.39	+286.49	+286.05
    892.20	+294.41	+294.36	+295.15	+294.40	+286.47	+285.98
    893.11	+294.41	+294.36	+295.14	+294.40	+286.46	+286.14
    894.01	+294.41	+294.36	+295.14	+294.39	+286.47	+286.15
    894.92	+294.40	+294.37	+295.15	+294.39	+286.38	+286.09
    895.82	+294.41	+294.37	+295.15	+294.39	+286.29	+285.94
    896.73	+294.40	+294.37	+295.14	+294.39	+286.33	+286.15
    897.63	+294.40	+294.36	+295.15	+294.39	+286.46	+286.04
    898.54	+294.40	+294.37	+295.15	+294.39	+286.41	+286.11
    899.44	+294.41	+294.36	+295.15	+294.40	+286.31	+286.18
    900.35	+294.41	+294.36	+295.15	+294.40	+286.46	+285.82
    901.25	+294.41	+294.36	+295.15	+294.40	+286.38	+285.80
    902.16	+294.41	+294.36	+295.15	+294.40	+286.47	+286.05
    903.06	+294.41	+294.37	+295.15	+294.40	+286.30	+286.00
    903.96	+294.41	+294.36	+295.15	+294.39	+286.22	+285.97
    904.87	+294.41	+294.37	+295.15	+294.39	+286.31	+286.16
    905.78	+294.41	+294.36	+295.14	+294.39	+286.30	+286.11
    906.68	+294.40	+294.37	+295.14	+294.39	+286.29	+285.98
    907.59	+294.41	+294.37	+295.15	+294.39	+286.33	+286.14
    908.49	+294.41	+294.36	+295.14	+294.40	+286.29	+285.90
    909.39	+294.41	+294.36	+295.14	+294.40	+286.22	+285.91
    910.30	+294.41	+294.36	+295.15	+294.40	+286.38	+285.90
    911.20	+294.41	+294.36	+295.14	+294.40	+286.47	+285.93
    912.10	+294.41	+294.36	+295.15	+294.40	+286.41	+286.06
    913.01	+294.41	+294.37	+295.15	+294.39	+286.31	+286.05
    913.91	+294.41	+294.37	+295.14	+294.39	+286.38	+286.00
    914.82	+294.41	+294.36	+295.14	+294.39	+286.33	+286.07
    915.72	+294.41	+294.36	+295.15	+294.39	+286.35	+286.10
    916.62	+294.41	+294.36	+295.15	+294.39	+286.34	+286.14
    917.52	+294.41	+294.36	+295.14	+294.39	+286.30	+286.08
    918.43	+294.41	+294.36	+295.14	+294.40	+286.41	+286.15
    919.33	+294.41	+294.36	+295.14	+294.39	+286.43	+285.94
    920.24	+294.41	+294.36	+295.14	+294.40	+286.47	+285.97
    921.14	+294.41	+294.36	+295.14	+294.39	+286.40	+286.07
    922.04	+294.41	+294.36	+295.15	+294.39	+286.29	+286.08
    922.95	+294.41	+294.37	+295.15	+294.39	+286.30	+286.16
    923.85	+294.41	+294.36	+295.15	+294.40	+286.27	+285.94
    924.75	+294.41	+294.36	+295.15	+294.39	+286.23	+286.07
    925.66	+294.41	+294.37	+295.15	+294.39	+286.29	+286.16
    926.56	+294.41	+294.36	+295.15	+294.40	+286.41	+286.28
    927.46	+294.41	+294.37	+295.14	+294.39	+286.37	+286.22
    928.37	+294.41	+294.37	+295.14	+294.39	+286.27	+286.07
    929.27	+294.41	+294.36	+295.14	+294.39	+286.50	+286.03
    930.18	+294.41	+294.37	+295.14	+294.40	+286.47	+285.87
    931.08	+294.41	+294.37	+295.14	+294.39	+286.45	+285.92
    931.99	+294.41	+294.36	+295.15	+294.39	+286.28	+286.05
    932.89	+294.41	+294.37	+295.15	+294.40	+286.38	+286.05
    933.80	+294.41	+294.36	+295.15	+294.40	+286.50	+286.07
    934.70	+294.41	+294.36	+295.15	+294.39	+286.40	+286.17
    935.61	+294.41	+294.36	+295.15	+294.40	+286.36	+286.17
    936.51	+294.41	+294.37	+295.14	+294.39	+286.45	+286.13
    937.41	+294.41	+294.37	+295.14	+294.40	+286.38	+286.08
    938.32	+294.41	+294.37	+295.14	+294.40	+286.40	+286.12
    939.22	+294.41	+294.37	+295.14	+294.40	+286.29	+286.03
    940.13	+294.41	+294.37	+295.14	+294.39	+286.35	+285.97
    941.03	+294.41	+294.36	+295.15	+294.39	+286.31	+285.89
    941.94	+294.41	+294.36	+295.15	+294.39	+286.37	+286.15
    942.84	+294.41	+294.36	+295.15	+294.39	+286.36	+286.02
    943.74	+294.41	+294.36	+295.15	+294.40	+286.37	+286.15
    944.65	+294.41	+294.36	+295.14	+294.40	+286.33	+286.05
    945.55	+294.41	+294.37	+295.15	+294.39	+286.36	+286.08
    946.45	+294.41	+294.37	+295.14	+294.40	+286.43	+286.03
    947.35	+294.41	+294.37	+295.14	+294.39	+286.44	+286.02
    948.25	+294.41	+294.37	+295.15	+294.39	+286.25	+286.07
    949.16	+294.41	+294.37	+295.14	+294.39	+286.42	+286.05
    950.06	+294.41	+294.36	+295.15	+294.40	+286.41	+286.04
    950.96	+294.41	+294.36	+295.15	+294.39	+286.40	+286.01
    951.87	+294.41	+294.36	+295.15	+294.39	+286.46	+285.95
    952.77	+294.41	+294.36	+295.15	+294.39	+286.38	+286.01
    953.67	+294.41	+294.36	+295.15	+294.39	+286.21	+286.02
    954.58	+294.41	+294.36	+295.14	+294.40	+286.38	+286.04
    955.48	+294.40	+294.37	+295.14	+294.40	+286.36	+286.15
    956.39	+294.40	+294.37	+295.15	+294.39	+286.50	+286.02
    957.29	+294.40	+294.37	+295.15	+294.39	+286.49	+286.05
    958.19	+294.40	+294.37	+295.15	+294.40	+286.41	+286.08
    959.10	+294.40	+294.37	+295.15	+294.39	+286.48	+286.15
    960.00	+294.41	+294.36	+295.15	+294.39	+286.43	+286.15
    960.91	+294.41	+294.36	+295.15	+294.39	+286.49	+285.94
    961.81	+294.41	+294.36	+295.15	+294.40	+286.36	+286.03
    962.71	+294.41	+294.36	+295.15	+294.39	+286.25	+285.93
    963.62	+294.42	+294.36	+295.15	+294.40	+286.29	+285.99
    964.52	+294.40	+294.37	+295.15	+294.39	+286.22	+286.02
    965.42	+294.40	+294.37	+295.15	+294.40	+286.24	+286.03
    966.33	+294.40	+294.37	+295.15	+294.40	+286.39	+285.92
    967.23	+294.40	+294.37	+295.15	+294.39	+286.39	+286.05
    968.14	+294.40	+294.37	+295.15	+294.39	+286.37	+286.04
    969.04	+294.41	+294.36	+295.15	+294.39	+286.46	+286.02
    969.97	+294.41	+294.37	+295.15	+294.40	+286.33	+285.88
    970.87	+294.41	+294.37	+295.15	+294.40	+286.33	+285.88
    971.77	+294.41	+294.36	+295.15	+294.40	+286.47	+286.03
    972.68	+294.41	+294.36	+295.15	+294.39	+286.30	+286.05
    973.58	+294.41	+294.37	+295.15	+294.40	+286.31	+286.00
    974.49	+294.40	+294.36	+295.15	+294.40	+286.34	+286.10
    975.39	+294.40	+294.36	+295.15	+294.39	+286.30	+286.16
    976.30	+294.40	+294.36	+295.15	+294.39	+286.35	+286.23
    977.20	+294.41	+294.37	+295.15	+294.39	+286.36	+286.03
    978.11	+294.40	+294.36	+295.15	+294.39	+286.43	+285.97
    979.01	+294.41	+294.36	+295.15	+294.40	+286.42	+285.84
    979.92	+294.41	+294.36	+295.15	+294.39	+286.35	+285.89
    980.82	+294.41	+294.36	+295.15	+294.39	+286.50	+285.94
    981.73	+294.41	+294.36	+295.15	+294.39	+286.41	+286.05
    982.63	+294.41	+294.37	+295.15	+294.39	+286.33	+285.95
    983.54	+294.41	+294.36	+295.15	+294.39	+286.25	+286.00
    984.44	+294.41	+294.37	+295.15	+294.39	+286.34	+286.15
    985.35	+294.41	+294.37	+295.15	+294.39	+286.33	+286.22
    986.25	+294.41	+294.36	+295.15	+294.39	+286.36	+286.07
    987.16	+294.41	+294.36	+295.15	+294.40	+286.31	+286.05
    988.06	+294.41	+294.37	+295.15	+294.40	+286.41	+286.07
    988.97	+294.41	+294.37	+295.15	+294.40	+286.46	+286.09
    989.87	+294.41	+294.37	+295.15	+294.40	+286.38	+286.02
    990.77	+294.41	+294.37	+295.15	+294.40	+286.42	+286.09
    991.68	+294.41	+294.37	+295.15	+294.40	+286.37	+286.11
    992.58	+294.41	+294.37	+295.15	+294.39	+286.34	+285.97
    993.49	+294.41	+294.37	+295.15	+294.39	+286.40	+286.15
    994.39	+294.41	+294.37	+295.15	+294.39	+286.41	+286.15
    995.31	+294.41	+294.37	+295.15	+294.39	+286.37	+286.24
    996.21	+294.41	+294.37	+295.15	+294.39	+286.44	+286.09
    997.12	+294.41	+294.37	+295.15	+294.40	+286.27	+286.11
    998.02	+294.41	+294.37	+295.15	+294.40	+286.36	+285.95
    998.92	+294.41	+294.37	+295.15	+294.40	+286.34	+285.85
    999.83	+294.41	+294.37	+295.15	+294.40	+286.49	+286.09
   1000.73	+294.41	+294.36	+295.14	+294.40	+286.41	+286.16
   1001.64	+294.41	+294.36	+295.15	+294.39	+286.42	+286.10
   1002.54	+294.41	+294.36	+295.15	+294.39	+286.54	+286.09
   1003.45	+294.41	+294.37	+295.14	+294.39	+286.32	+286.15
   1004.35	+294.41	+294.37	+295.15	+294.39	+286.32	+286.04
   1005.25	+294.41	+294.36	+295.15	+294.39	+286.34	+286.01
   1006.16	+294.41	+294.37	+295.15	+294.40	+286.44	+286.09
   1007.06	+294.41	+294.37	+295.15	+294.40	+286.44	+286.13
   1007.97	+294.41	+294.37	+295.15	+294.40	+286.58	+286.00
   1008.87	+294.41	+294.37	+295.15	+294.40	+286.36	+285.92
   1009.78	+294.41	+294.37	+295.15	+294.40	+286.41	+285.85
   1010.68	+294.41	+294.37	+295.14	+294.39	+286.31	+285.93
   1011.59	+294.41	+294.37	+295.15	+294.39	+286.29	+286.02
   1012.49	+294.41	+294.37	+295.15	+294.39	+286.33	+286.15
   1013.40	+294.41	+294.37	+295.15	+294.39	+286.38	+286.17
   1014.30	+294.41	+294.36	+295.15	+294.40	+286.34	+286.02
   1015.21	+294.41	+294.37	+295.15	+294.39	+286.25	+286.11
   1016.11	+294.41	+294.37	+295.14	+294.40	+286.36	+286.14
   1017.02	+294.41	+294.37	+295.14	+294.40	+286.41	+286.05
   1017.92	+294.41	+294.37	+295.14	+294.40	+286.52	+286.13
   1018.82	+294.41	+294.37	+295.14	+294.40	+286.50	+285.97
   1019.73	+294.41	+294.37	+295.14	+294.40	+286.44	+285.98
   1020.63	+294.41	+294.37	+295.15	+294.40	+286.42	+286.05
   1021.54	+294.41	+294.37	+295.15	+294.40	+286.38	+286.09
   1022.44	+294.41	+294.37	+295.15	+294.40	+286.37	+286.22
   1023.35	+294.41	+294.37	+295.15	+294.40	+286.41	+285.96
   1024.25	+294.41	+294.37	+295.15	+294.40	+286.34	+286.07
   1025.16	+294.41	+294.37	+295.14	+294.40	+286.32	+286.07
   1026.06	+294.41	+294.37	+295.14	+294.40	+286.36	+285.89
   1026.97	+294.41	+294.37	+295.14	+294.40	+286.38	+286.04
   1027.87	+294.41	+294.37	+295.14	+294.40	+286.38	+286.02
   1028.78	+294.41	+294.37	+295.14	+294.40	+286.35	+285.95
   1029.68	+294.41	+294.37	+295.15	+294.40	+286.47	+285.94
   1030.59	+294.41	+294.36	+295.15	+294.40	+286.37	+286.07
   1031.49	+294.41	+294.37	+295.15	+294.40	+286.41	+285.99
   1032.40	+294.41	+294.36	+295.15	+294.40	+286.47	+286.10
   1033.30	+294.41	+294.37	+295.15	+294.40	+286.38	+286.22
   1034.21	+294.41	+294.37	+295.15	+294.40	+286.48	+286.17
   1035.11	+294.41	+294.37	+295.14	+294.39	+286.44	+286.17
   1036.01	+294.41	+294.37	+295.14	+294.40	+286.43	+286.09
   1036.92	+294.41	+294.37	+295.14	+294.40	+286.36	+286.05
   1037.82	+294.41	+294.37	+295.14	+294.40	+286.37	+285.89
   1038.72	+294.41	+294.37	+295.14	+294.40	+286.52	+285.82
   1039.63	+294.41	+294.37	+295.15	+294.40	+286.43	+285.87
   1040.53	+294.41	+294.37	+295.15	+294.40	+286.36	+286.17
   1041.44	+294.41	+294.37	+295.15	+294.40	+286.21	+286.05
   1042.34	+294.41	+294.37	+295.15	+294.40	+286.33	+286.28
   1043.25	+294.41	+294.37	+295.15	+294.40	+286.51	+286.31
   1044.15	+294.41	+294.37	+295.15	+294.40	+286.43	+286.29
