#--------------------------------------------------------------------
#Temperature Measurments using a Lakeshore Temperature Control 335 A-B Cernox
#Type of file: Complete Data
#Sensors: Sensor 1 -- CernoxA  Sensor 2 -- CernoxB  
#Date: 07-05-2021 15:46:31
#--------------------------------------------------------------------

#    Time	Sensor 1	Sensor 2	
    808.46	+294.84	+295.02
    809.37	+294.85	+295.01
    810.27	+294.84	+295.02
    811.18	+294.84	+295.01
    812.08	+294.84	+295.02
    812.99	+294.84	+295.01
    813.89	+294.84	+295.02
    814.80	+294.84	+295.01
    815.71	+294.84	+295.01
    816.61	+294.85	+295.01
    817.52	+294.85	+295.02
    818.42	+294.84	+295.02
    819.32	+294.84	+295.02
    820.23	+294.84	+295.02
    821.13	+294.85	+295.02
    822.04	+294.85	+295.02
    822.94	+294.85	+295.02
    823.85	+294.84	+295.02
    824.75	+294.84	+295.02
    825.65	+294.84	+295.02
    826.56	+294.84	+295.02
    827.46	+294.84	+295.02
    828.37	+294.85	+295.01
    829.27	+294.84	+295.01
    830.18	+294.84	+295.02
    831.08	+294.84	+295.02
    831.99	+294.85	+295.01
    832.89	+294.84	+295.02
    833.80	+294.84	+295.02
    834.70	+294.85	+295.01
    835.61	+294.84	+295.01
    836.51	+294.84	+295.02
    837.42	+294.84	+295.02
    838.32	+294.84	+295.02
    839.23	+294.85	+295.02
    840.13	+294.84	+295.02
    841.04	+294.85	+295.02
    841.94	+294.84	+295.02
    842.85	+294.85	+295.02
    843.75	+294.85	+295.02
    844.65	+294.84	+295.02
    845.56	+294.84	+295.02
    846.46	+294.84	+295.02
    847.37	+294.84	+295.01
    848.27	+294.84	+295.02
    849.18	+294.85	+295.01
    850.08	+294.85	+295.02
    850.99	+294.85	+295.02
    851.89	+294.84	+295.02
    852.80	+294.84	+295.02
    853.70	+294.84	+295.02
    854.61	+294.84	+295.02
    855.51	+294.84	+295.01
    856.42	+294.84	+295.02
    857.32	+294.85	+295.01
    858.23	+294.84	+295.02
    859.13	+294.84	+295.01
    860.04	+294.84	+295.02
    860.94	+294.85	+295.02
    861.85	+294.84	+295.02
    862.75	+294.85	+295.02
    863.66	+294.85	+295.01
    864.56	+294.84	+295.01
    865.47	+294.84	+295.01
    866.37	+294.84	+295.02
    867.28	+294.84	+295.02
    868.18	+294.85	+295.02
    869.09	+294.84	+295.02
    869.99	+294.84	+295.02
    870.89	+294.85	+295.01
    871.80	+294.84	+295.02
    872.70	+294.85	+295.02
    873.61	+294.84	+295.02
    874.51	+294.84	+295.02
    875.41	+294.85	+295.02
    876.32	+294.85	+295.02
    877.23	+294.85	+295.02
    878.13	+294.84	+295.02
    879.04	+294.84	+295.02
    879.94	+294.85	+295.02
    880.84	+294.85	+295.02
    881.75	+294.84	+295.02
    882.65	+294.85	+295.02
    883.56	+294.84	+295.02
    884.46	+294.85	+295.01
    885.37	+294.85	+295.02
    886.27	+294.84	+295.01
    887.18	+294.84	+295.02
    888.08	+294.85	+295.02
    888.99	+294.84	+295.02
    889.89	+294.84	+295.02
    890.80	+294.84	+295.02
    891.70	+294.84	+295.02
    892.61	+294.84	+295.02
    893.51	+294.84	+295.02
    894.42	+294.85	+295.02
    895.32	+294.84	+295.02
    896.23	+294.85	+295.02
    897.13	+294.85	+295.02
    898.04	+294.84	+295.02
    898.94	+294.84	+295.02
    899.84	+294.84	+295.02
    900.75	+294.85	+295.02
    901.65	+294.85	+295.02
    902.56	+294.84	+295.02
    903.46	+294.84	+295.02
    904.37	+294.84	+295.02
    905.27	+294.85	+295.02
    906.18	+294.85	+295.02
    907.08	+294.85	+295.02
    907.99	+294.85	+295.02
    908.89	+294.84	+295.02
    909.80	+294.84	+295.02
    910.70	+294.84	+295.02
    911.60	+294.84	+295.02
    912.51	+294.85	+295.02
    913.41	+294.84	+295.02
    914.31	+294.84	+295.02
    915.22	+294.85	+295.02
    916.12	+294.84	+295.02
    917.02	+294.85	+295.01
    917.93	+294.84	+295.01
    918.83	+294.85	+295.02
    919.73	+294.84	+295.02
    920.64	+294.85	+295.02
    921.54	+294.84	+295.02
    922.44	+294.84	+295.02
    923.35	+294.85	+295.02
    924.25	+294.84	+295.02
    925.15	+294.84	+295.02
    926.06	+294.85	+295.02
    926.96	+294.85	+295.02
    927.87	+294.85	+295.02
    928.77	+294.85	+295.02
    929.68	+294.85	+295.02
    930.58	+294.85	+295.02
    931.48	+294.85	+295.02
    932.39	+294.85	+295.02
    933.29	+294.85	+295.02
    934.20	+294.85	+295.02
    935.10	+294.84	+295.02
    936.01	+294.84	+295.02
    936.91	+294.84	+295.02
    937.82	+294.85	+295.02
    938.72	+294.84	+295.02
    939.63	+294.84	+295.02
    940.53	+294.85	+295.02
    941.43	+294.84	+295.02
    942.34	+294.84	+295.02
    943.24	+294.85	+295.02
    944.14	+294.84	+295.02
    945.05	+294.84	+295.02
    945.95	+294.85	+295.02
    946.85	+294.84	+295.02
    947.75	+294.84	+295.02
    948.65	+294.84	+295.02
    949.56	+294.85	+295.02
    950.46	+294.84	+295.02
    951.37	+294.85	+295.02
    952.27	+294.85	+295.02
    953.17	+294.85	+295.02
    954.08	+294.85	+295.02
    954.98	+294.85	+295.02
    955.88	+294.85	+295.01
    956.79	+294.85	+295.02
    957.69	+294.84	+295.02
    958.60	+294.85	+295.02
    959.50	+294.85	+295.02
    960.40	+294.85	+295.02
    961.31	+294.84	+295.02
    962.21	+294.85	+295.02
    963.12	+294.85	+295.02
    964.02	+294.84	+295.02
    964.92	+294.84	+295.02
    965.83	+294.84	+295.02
    966.73	+294.85	+295.02
    967.64	+294.84	+295.02
    968.54	+294.85	+295.02
    969.45	+294.85	+295.02
    970.37	+294.85	+295.02
    971.27	+294.84	+295.02
    972.18	+294.84	+295.02
    973.08	+294.85	+295.02
    973.99	+294.85	+295.02
    974.89	+294.85	+295.02
    975.80	+294.85	+295.02
    976.70	+294.85	+295.02
    977.61	+294.85	+295.02
    978.51	+294.85	+295.02
    979.42	+294.84	+295.02
    980.32	+294.85	+295.02
    981.23	+294.85	+295.02
    982.13	+294.85	+295.01
    983.03	+294.85	+295.02
    983.94	+294.85	+295.02
    984.84	+294.85	+295.02
    985.75	+294.85	+295.02
    986.65	+294.85	+295.02
    987.56	+294.84	+295.02
    988.46	+294.85	+295.02
    989.37	+294.84	+295.01
    990.27	+294.84	+295.02
    991.18	+294.84	+295.02
    992.08	+294.85	+295.02
    992.99	+294.85	+295.02
    993.89	+294.84	+295.02
    994.80	+294.85	+295.02
    995.71	+294.85	+295.02
    996.61	+294.85	+295.02
    997.52	+294.85	+295.02
    998.42	+294.85	+295.02
    999.33	+294.85	+295.02
   1000.23	+294.84	+295.02
   1001.14	+294.85	+295.01
   1002.04	+294.84	+295.02
   1002.94	+294.85	+295.02
   1003.85	+294.84	+295.02
   1004.75	+294.85	+295.02
   1005.66	+294.85	+295.02
   1006.56	+294.85	+295.02
   1007.46	+294.84	+295.02
   1008.37	+294.84	+295.02
   1009.27	+294.84	+295.02
   1010.18	+294.85	+295.02
   1011.08	+294.85	+295.02
   1011.99	+294.85	+295.01
   1012.90	+294.84	+295.02
   1013.80	+294.85	+295.02
   1014.70	+294.85	+295.02
   1015.61	+294.85	+295.02
   1016.51	+294.85	+295.02
   1017.42	+294.85	+295.02
   1018.32	+294.85	+295.02
   1019.23	+294.85	+295.02
   1020.13	+294.84	+295.02
   1021.03	+294.84	+295.02
   1021.94	+294.85	+295.02
   1022.85	+294.85	+295.02
   1023.75	+294.85	+295.02
   1024.66	+294.84	+295.02
   1025.56	+294.84	+295.02
   1026.47	+294.85	+295.02
   1027.37	+294.85	+295.02
   1028.28	+294.85	+295.02
   1029.18	+294.85	+295.02
   1030.08	+294.85	+295.02
   1030.99	+294.84	+295.02
   1031.90	+294.85	+295.02
   1032.80	+294.85	+295.02
   1033.71	+294.85	+295.02
   1034.61	+294.85	+295.02
   1035.51	+294.85	+295.02
   1036.41	+294.85	+295.02
   1037.32	+294.85	+295.02
   1038.22	+294.85	+295.02
   1039.12	+294.85	+295.02
   1040.03	+294.85	+295.02
   1040.94	+294.85	+295.02
   1041.84	+294.85	+295.02
   1042.74	+294.85	+295.02
   1043.65	+294.85	+295.02
   1044.55	+294.85	+295.02
   1045.46	+294.85	+295.02
   1046.36	+294.85	+295.02
   1047.27	+294.84	+295.02
   1048.17	+294.85	+295.02
   1049.08	+294.85	+295.02
   1049.98	+294.85	+295.02
   1050.89	+294.85	+295.02
   1051.79	+294.85	+295.02
   1052.70	+294.85	+295.02
   1053.60	+294.85	+295.02
   1054.51	+294.85	+295.02
   1055.41	+294.85	+295.02
   1056.32	+294.85	+295.02
   1057.22	+294.85	+295.02
   1058.13	+294.85	+295.02
   1059.03	+294.85	+295.02
   1059.93	+294.85	+295.02
   1060.84	+294.85	+295.02
   1061.74	+294.85	+295.02
   1062.65	+294.85	+295.02
   1063.55	+294.85	+295.02
   1064.46	+294.85	+295.02
   1065.36	+294.85	+295.02
   1066.27	+294.85	+295.02
   1067.17	+294.85	+295.02
   1068.07	+294.85	+295.02
   1068.98	+294.85	+295.02
   1069.88	+294.85	+295.02
   1070.79	+294.85	+295.02
   1071.69	+294.85	+295.02
   1072.60	+294.85	+295.02
   1073.50	+294.85	+295.02
   1074.41	+294.84	+295.02
   1075.32	+294.85	+295.02
   1076.22	+294.85	+295.02
   1077.13	+294.85	+295.02
   1078.03	+294.85	+295.02
   1078.94	+294.85	+295.02
   1079.84	+294.85	+295.02
   1080.75	+294.85	+295.02
   1081.65	+294.85	+295.02
   1082.56	+294.84	+295.02
   1083.46	+294.84	+295.02
   1084.37	+294.85	+295.02
   1085.28	+294.85	+295.02
   1086.18	+294.85	+295.02
   1087.09	+294.85	+295.02
   1087.99	+294.85	+295.02
   1088.90	+294.85	+295.02
   1089.80	+294.84	+295.02
   1090.70	+294.84	+295.02
   1091.61	+294.85	+295.02
   1092.51	+294.85	+295.02
   1093.42	+294.85	+295.02
   1094.33	+294.85	+295.02
   1095.23	+294.85	+295.02
   1096.13	+294.85	+295.02
   1097.04	+294.85	+295.02
   1097.94	+294.85	+295.02
   1098.85	+294.85	+295.02
   1099.75	+294.85	+295.02
   1100.65	+294.85	+295.02
   1101.55	+294.85	+295.02
   1102.46	+294.85	+295.02
   1103.37	+294.85	+295.02
   1104.27	+294.85	+295.02
   1105.18	+294.84	+295.02
   1106.08	+294.85	+295.02
   1106.98	+294.85	+295.02
   1107.89	+294.85	+295.02
   1108.79	+294.85	+295.02
   1109.70	+294.85	+295.02
   1110.60	+294.85	+295.02
   1111.51	+294.85	+295.02
   1112.41	+294.84	+295.02
   1113.32	+294.84	+295.02
   1114.22	+294.85	+295.02
   1115.13	+294.84	+295.02
   1116.03	+294.85	+295.02
   1116.94	+294.85	+295.02
   1117.84	+294.85	+295.02
   1118.75	+294.85	+295.02
   1119.65	+294.85	+295.02
   1120.56	+294.85	+295.02
   1121.46	+294.85	+295.02
   1122.37	+294.85	+295.02
   1123.27	+294.85	+295.02
   1124.18	+294.85	+295.02
   1125.08	+294.85	+295.02
   1125.98	+294.85	+295.02
   1126.89	+294.85	+295.02
   1127.79	+294.85	+295.02
   1128.70	+294.85	+295.02
   1129.60	+294.85	+295.02
   1130.51	+294.85	+295.02
   1131.41	+294.85	+295.02
   1132.32	+294.85	+295.02
   1133.22	+294.85	+295.02
   1134.13	+294.85	+295.02
   1135.03	+294.85	+295.02
   1135.94	+294.85	+295.02
   1136.84	+294.85	+295.02
   1137.75	+294.85	+295.02
   1138.65	+294.85	+295.02
   1139.56	+294.85	+295.02
   1140.46	+294.85	+295.02
   1141.37	+294.85	+295.02
   1142.27	+294.85	+295.02
   1143.18	+294.85	+295.02
   1144.08	+294.85	+295.02
   1144.99	+294.85	+295.02
   1145.89	+294.85	+295.02
   1146.80	+294.85	+295.02
   1147.70	+294.85	+295.02
   1148.61	+294.85	+295.02
   1149.51	+294.85	+295.02
   1150.42	+294.85	+295.02
   1151.32	+294.85	+295.02
   1152.23	+294.85	+295.02
   1153.13	+294.85	+295.02
   1154.04	+294.85	+295.02
   1154.94	+294.85	+295.02
   1155.85	+294.85	+295.02
   1156.75	+294.85	+295.02
   1157.66	+294.85	+295.02
   1158.57	+294.85	+295.02
   1159.47	+294.84	+295.02
   1160.38	+294.85	+295.02
   1161.28	+294.85	+295.02
   1162.19	+294.85	+295.02
   1163.09	+294.85	+295.02
   1164.00	+294.85	+295.02
   1164.90	+294.85	+295.02
   1165.81	+294.85	+295.02
   1166.71	+294.85	+295.02
   1167.62	+294.85	+295.02
   1168.53	+294.85	+295.02
   1169.43	+294.85	+295.02
   1170.34	+294.85	+295.02
   1171.24	+294.85	+295.02
   1172.15	+294.84	+295.02
   1173.05	+294.85	+295.02
   1173.96	+294.85	+295.02
   1174.86	+294.85	+295.02
   1175.77	+294.85	+295.02
   1176.68	+294.85	+295.02
   1177.58	+294.85	+295.02
   1178.49	+294.85	+295.02
   1179.39	+294.85	+295.02
   1180.30	+294.85	+295.02
   1181.20	+294.85	+295.02
   1182.11	+294.85	+295.02
   1183.01	+294.85	+295.02
   1183.92	+294.85	+295.02
   1184.83	+294.85	+295.02
   1185.73	+294.85	+295.02
   1186.64	+294.85	+295.02
   1187.54	+294.85	+295.02
   1188.45	+294.85	+295.02
   1189.35	+294.85	+295.02
   1190.26	+294.85	+295.02
   1191.16	+294.85	+295.02
   1192.07	+294.85	+295.02
   1192.97	+294.85	+295.02
   1193.88	+294.85	+295.02
   1194.78	+294.85	+295.02
   1195.69	+294.85	+295.02
   1196.59	+294.85	+295.02
   1197.50	+294.85	+295.02
   1198.40	+294.85	+295.02
   1199.31	+294.85	+295.02
   1200.21	+294.85	+295.02
   1201.12	+294.85	+295.02
   1202.02	+294.85	+295.02
   1202.93	+294.85	+295.02
   1203.84	+294.85	+295.02
   1204.74	+294.85	+295.03
   1205.65	+294.85	+295.02
   1206.55	+294.85	+295.02
   1207.46	+294.85	+295.02
   1208.36	+294.85	+295.02
   1209.27	+294.85	+295.03
   1210.17	+294.85	+295.02
   1211.08	+294.85	+295.03
   1211.98	+294.85	+295.02
   1212.89	+294.85	+295.02
   1213.79	+294.85	+295.02
   1214.70	+294.85	+295.02
   1215.60	+294.85	+295.02
   1216.51	+294.85	+295.02
   1217.42	+294.85	+295.02
   1218.32	+294.85	+295.02
   1219.23	+294.85	+295.02
   1220.13	+294.85	+295.02
   1221.04	+294.85	+295.02
   1221.94	+294.85	+295.02
   1222.85	+294.85	+295.02
   1223.75	+294.85	+295.02
   1224.66	+294.85	+295.02
   1225.56	+294.85	+295.02
   1226.47	+294.85	+295.02
   1227.37	+294.85	+295.02
   1228.28	+294.85	+295.02
   1229.18	+294.85	+295.02
   1230.09	+294.85	+295.02
   1230.99	+294.85	+295.02
   1231.90	+294.85	+295.03
   1232.80	+294.85	+295.02
   1233.71	+294.85	+295.02
   1234.62	+294.85	+295.02
   1235.52	+294.85	+295.02
   1236.43	+294.85	+295.02
   1237.33	+294.85	+295.02
   1238.24	+294.85	+295.02
   1239.14	+294.85	+295.02
   1240.05	+294.85	+295.02
   1240.95	+294.85	+295.02
   1241.86	+294.85	+295.02
   1242.76	+294.85	+295.02
   1243.67	+294.85	+295.02
   1244.57	+294.85	+295.02
   1245.48	+294.85	+295.02
   1246.38	+294.85	+295.02
   1247.29	+294.85	+295.02
   1248.20	+294.85	+295.02
   1249.10	+294.85	+295.02
   1250.01	+294.85	+295.02
   1250.91	+294.85	+295.02
   1251.82	+294.85	+295.02
   1252.72	+294.85	+295.02
   1253.63	+294.85	+295.02
   1254.53	+294.85	+295.02
   1255.44	+294.85	+295.02
   1256.34	+294.85	+295.02
   1257.25	+294.85	+295.03
   1258.16	+294.85	+295.02
   1259.06	+294.85	+295.02
   1259.97	+294.85	+295.02
   1260.87	+294.85	+295.02
   1261.78	+294.85	+295.02
   1262.68	+294.85	+295.02
   1263.59	+294.85	+295.02
   1264.49	+294.85	+295.02
   1265.40	+294.85	+295.02
   1266.31	+294.85	+295.02
   1267.21	+294.85	+295.02
   1268.12	+294.85	+295.02
   1269.03	+294.85	+295.02
   1269.93	+294.85	+295.02
   1270.84	+294.85	+295.03
   1271.74	+294.85	+295.02
   1272.65	+294.85	+295.02
   1273.55	+294.85	+295.02
   1274.46	+294.85	+295.02
   1275.36	+294.85	+295.03
   1276.27	+294.85	+295.02
   1277.17	+294.85	+295.02
   1278.08	+294.85	+295.02
   1278.98	+294.85	+295.02
   1279.89	+294.85	+295.02
   1280.79	+294.85	+295.02
   1281.70	+294.85	+295.03
   1282.60	+294.85	+295.03
   1283.51	+294.85	+295.02
   1284.42	+294.85	+295.02
   1285.32	+294.85	+295.03
   1286.23	+294.85	+295.02
   1287.13	+294.85	+295.03
   1288.04	+294.85	+295.02
   1288.94	+294.85	+295.02
   1289.85	+294.85	+295.02
   1290.75	+294.85	+295.02
   1291.66	+294.85	+295.02
   1292.56	+294.85	+295.02
   1293.47	+294.85	+295.03
   1294.37	+294.85	+295.02
   1295.28	+294.85	+295.02
   1296.18	+294.85	+295.02
   1297.09	+294.85	+295.02
   1297.99	+294.85	+295.02
   1298.90	+294.85	+295.02
   1299.80	+294.85	+295.03
   1300.71	+294.85	+295.02
   1301.61	+294.85	+295.03
   1302.52	+294.85	+295.03
   1303.43	+294.85	+295.03
   1304.33	+294.85	+295.02
   1305.24	+294.85	+295.02
   1306.14	+294.85	+295.03
   1307.05	+294.85	+295.02
   1307.95	+294.85	+295.02
   1308.86	+294.85	+295.02
   1309.76	+294.85	+295.03
   1310.67	+294.85	+295.02
   1311.57	+294.85	+295.02
   1312.48	+294.85	+295.02
   1313.38	+294.85	+295.02
   1314.29	+294.85	+295.02
   1315.20	+294.85	+295.02
   1316.10	+294.85	+295.02
   1317.00	+294.85	+295.02
   1317.91	+294.85	+295.02
   1318.82	+294.85	+295.03
   1319.74	+294.85	+295.02
   1320.95	+294.85	+295.02
   1321.93	+294.85	+295.03
   1322.91	+294.85	+295.03
   1323.89	+294.85	+295.02
   1324.87	+294.85	+295.02
   1325.85	+294.85	+295.02
   1326.83	+294.85	+295.02
   1327.81	+294.85	+295.02
   1328.78	+294.85	+295.02
   1329.77	+294.85	+295.03
   1330.76	+294.86	+295.02
   1331.74	+294.85	+295.03
   1332.72	+294.85	+295.02
   1333.69	+294.85	+295.03
   1334.66	+294.85	+295.03
   1335.62	+294.85	+295.03
   1336.59	+294.85	+295.03
   1337.56	+294.85	+295.02
   1338.53	+294.85	+295.02
   1339.50	+294.85	+295.03
   1340.47	+294.85	+295.03
   1341.44	+294.86	+295.02
   1342.40	+294.85	+295.02
   1343.37	+294.85	+295.02
   1344.33	+294.85	+295.03
   1345.30	+294.85	+295.02
   1346.27	+294.85	+295.02
   1347.23	+294.85	+295.03
   1348.20	+294.85	+295.02
   1349.17	+294.85	+295.03
   1350.14	+294.85	+295.02
   1351.11	+294.85	+295.02
   1352.08	+294.85	+295.03
   1353.05	+294.85	+295.03
   1354.02	+294.85	+295.03
   1354.99	+294.85	+295.02
   1355.95	+294.86	+295.03
   1356.92	+294.85	+295.03
   1357.88	+294.85	+295.02
   1358.85	+294.85	+295.02
   1359.81	+294.85	+295.03
   1360.72	+294.85	+295.03
   1361.69	+294.85	+295.03
   1362.61	+294.85	+295.02
   1363.55	+294.85	+295.03
   1364.60	+294.85	+295.03
   1365.79	+294.85	+295.02
   1366.70	+294.85	+295.03
   1367.62	+294.85	+295.03
   1368.52	+294.85	+295.02
   1369.43	+294.85	+295.02
   1370.33	+294.85	+295.03
   1371.33	+294.85	+295.03
   1372.44	+294.85	+295.02
   1373.37	+294.86	+295.03
   1374.29	+294.85	+295.02
   1375.20	+294.85	+295.03
   1376.11	+294.86	+295.02
   1377.02	+294.85	+295.02
   1377.92	+294.85	+295.02
   1378.83	+294.85	+295.03
   1379.73	+294.85	+295.03
   1380.64	+294.85	+295.03
   1381.54	+294.85	+295.03
   1382.45	+294.85	+295.02
   1383.35	+294.85	+295.02
   1384.27	+294.86	+295.03
   1385.48	+294.85	+295.03
   1386.46	+294.86	+295.03
   1387.43	+294.85	+295.03
   1388.42	+294.85	+295.03
   1389.40	+294.86	+295.03
   1390.38	+294.85	+295.03
   1391.34	+294.85	+295.02
   1392.30	+294.85	+295.03
